Especie,Origen,Sector,Nombre comun,Familia,Numero de individuos
Cajanus cajan,Introducido,Occidente,fréjol de palo,Fabaceae,2
Cajanus cajan,Introducido,Guayabillos,fréjol de palo,Fabaceae,1
Cajanus cajan,Introducido,Media Luna,fréjol de palo,Fabaceae,1
Cajanus cajan,Introducido,Santa Rosa,fréjol de palo,Fabaceae,4
Caladium bicolor,Introducido,Camote,"alas de ángel, corazón de Jesús, oreja de elefante",Araceae,2
Caladium bicolor,Introducido,Cascajo,"alas de ángel, corazón de Jesús, oreja de elefante",Araceae,4
Caladium bicolor,Introducido,Occidente,"alas de ángel, corazón de Jesús, oreja de elefante",Araceae,1
Caladium bicolor,Introducido,Guayabillos,"alas de ángel, corazón de Jesús, oreja de elefante",Araceae,1
Calathea cf. allouia,Introducido,Media Luna,"dale dale, bijao",Marantaceae,1
Calceolaria meistantha,Nativo,Bellavista,zapatitos,Scrophulariaceae,2
Calceolaria meistantha,Nativo,El Carmen,zapatitos,Scrophulariaceae,1
Calceolaria meistantha,Nativo,Media Luna,zapatitos,Scrophulariaceae,1
Callisia cf. fragrans,Desconocido,Occidente,NA,Commelinaceae,1
Callisia cf. gracilis ,Desconocido,Camote,NA,Commelinaceae,1
Callistemon citrinus,Introducido,Santa Rosa,cepillo de botella,Myrtaceae,1
Canavalia ensiformis,Introducido,Occidente,NA,Fabaceae,1
Canna indica,Introducido,Camote,"achira, platanillo",Cannaceae,2
Canna indica,Introducido,Cascajo,"achira, platanillo",Cannaceae,1
Canna indica,Introducido,Occidente,"achira, platanillo",Cannaceae,1
Canna indica,Introducido,Guayabillos,"achira, platanillo",Cannaceae,1
Canna indica,Introducido,Media Luna,"achira, platanillo",Cannaceae,1
Canna indica,Introducido,Santa Rosa,"achira, platanillo",Cannaceae,2
Canna x generalis,Introducido,Aguacatal,"caña de India, achira roja o platanillo de Cuba",Cannaceae,1
Canna x generalis,Introducido,Cascajo,"caña de India, achira roja o platanillo de Cuba",Cannaceae,1
Capraria peruviana,Nativo,Bellavista,sanalotodo,Scrophulariaceae,1
Capsicum annuum,Introducido,Bellavista,"pimiento, ají, ají de gallinazo",Solanaceae,4
Capsicum annuum,Introducido,Aguacatal,"pimiento, ají, ají de gallinazo",Solanaceae,1
Capsicum annuum,Introducido,Camote,"pimiento, ají, ají de gallinazo",Solanaceae,1
Capsicum annuum,Introducido,El Carmen,"pimiento, ají, ají de gallinazo",Solanaceae,3
Capsicum annuum,Introducido,Cascajo,"pimiento, ají, ají de gallinazo",Solanaceae,9
Capsicum annuum,Introducido,Occidente,"pimiento, ají, ají de gallinazo",Solanaceae,4
Capsicum annuum,Introducido,Guayabillos,"pimiento, ají, ají de gallinazo",Solanaceae,3
Capsicum annuum,Introducido,Media Luna,"pimiento, ají, ají de gallinazo",Solanaceae,3
Capsicum annuum,Introducido,Santa Rosa,"pimiento, ají, ají de gallinazo",Solanaceae,5
Capsicum annuum cv. Bolivian rainbow,Introducido,Bellavista,ají pequeño de colores,Solanaceae,1
Capsicum annuum cv. Bolivian rainbow,Introducido,Aguacatal,ají pequeño de colores,Solanaceae,1
Capsicum annuum cv. Bolivian rainbow,Introducido,Guayabillos,ají pequeño de colores,Solanaceae,1
Capsicum annuum cv. Bolivian rainbow,Introducido,Santa Rosa,ají pequeño de colores,Solanaceae,1
Cardamine bonariensis,Introducido,Bellavista,"berro, berro silvestre, berro cimarron",Brassicaceae,4
Cardamine bonariensis,Introducido,Aguacatal,"berro, berro silvestre, berro cimarron",Brassicaceae,1
Cardamine bonariensis,Introducido,Camote,"berro, berro silvestre, berro cimarron",Brassicaceae,3
Cardamine bonariensis,Introducido,El Carmen,"berro, berro silvestre, berro cimarron",Brassicaceae,3
Cardamine bonariensis,Introducido,Cascajo,"berro, berro silvestre, berro cimarron",Brassicaceae,6
Cardamine bonariensis,Introducido,Occidente,"berro, berro silvestre, berro cimarron",Brassicaceae,4
Cardamine bonariensis,Introducido,Media Luna,"berro, berro silvestre, berro cimarron",Brassicaceae,3
Cardamine bonariensis,Introducido,Santa Rosa,"berro, berro silvestre, berro cimarron",Brassicaceae,8
Carica papaya,Introducido,Bellavista,papaya,Caricaceae,5
Carica papaya,Introducido,Aguacatal,papaya,Caricaceae,1
Carica papaya,Introducido,Camote,papaya,Caricaceae,3
Carica papaya,Introducido,El Carmen,papaya,Caricaceae,3
Carica papaya,Introducido,Cascajo,papaya,Caricaceae,9
Carica papaya,Introducido,Occidente,papaya,Caricaceae,4
Carica papaya,Introducido,Guayabillos,papaya,Caricaceae,3
Carica papaya,Introducido,Media Luna,papaya,Caricaceae,3
Carica papaya,Introducido,Santa Rosa,papaya,Caricaceae,5
Carludovica palmata,Introducido,Aguacatal,paja toquilla,Cyclanthaceae,1
Carludovica palmata,Introducido,Guayabillos,paja toquilla,Cyclanthaceae,1
Carludovica palmata,Introducido,Santa Rosa,paja toquilla,Cyclanthaceae,1
Cassia grandis,Introducido,El Carmen,"carao, cañandonga, cañafístula cimarrona",Caesalpiniaceae,1
Castela galapageia,Endémico,Bellavista,"amargo, castela",Simaroubaceae,1
Castilleja arvensis,Nativo,Bellavista,cresta de gallo,Scrophulariaceae,1
Castilleja arvensis,Nativo,El Carmen,cresta de gallo,Scrophulariaceae,1
Castilleja arvensis,Nativo,Santa Rosa,cresta de gallo,Scrophulariaceae,4
Catharanthus roseus,Introducido,Bellavista,chavela,Apocynaceae,1
Catharanthus roseus,Introducido,Camote,chavela,Apocynaceae,1
Catharanthus roseus,Introducido,Cascajo,chavela,Apocynaceae,1
Catharanthus roseus,Introducido,Occidente,chavela,Apocynaceae,1
Catharanthus roseus,Introducido,Guayabillos,chavela,Apocynaceae,1
Catharanthus roseus,Introducido,Santa Rosa,chavela,Apocynaceae,1
Cattleya maxima,Introducido,Camote,flor de navidad,Orchidaceae,1
Cecropia cf. angustifolia,Introducido,Media Luna,"yarumo, guarumo, uva silvestre",Cecropiaceae,1
Cedrela odorata,Introducido,Bellavista,"cedrela, cedro, cedro amargo, cedro caoba, cedro cubano",Meliaceae,5
Cedrela odorata,Introducido,Aguacatal,"cedrela, cedro, cedro amargo, cedro caoba, cedro cubano",Meliaceae,1
Cedrela odorata,Introducido,Camote,"cedrela, cedro, cedro amargo, cedro caoba, cedro cubano",Meliaceae,3
Cedrela odorata,Introducido,El Carmen,"cedrela, cedro, cedro amargo, cedro caoba, cedro cubano",Meliaceae,3
Cedrela odorata,Introducido,Cascajo,"cedrela, cedro, cedro amargo, cedro caoba, cedro cubano",Meliaceae,7
Cedrela odorata,Introducido,Occidente,"cedrela, cedro, cedro amargo, cedro caoba, cedro cubano",Meliaceae,4
Cedrela odorata,Introducido,Guayabillos,"cedrela, cedro, cedro amargo, cedro caoba, cedro cubano",Meliaceae,3
Cedrela odorata,Introducido,Media Luna,"cedrela, cedro, cedro amargo, cedro caoba, cedro cubano",Meliaceae,3
Cedrela odorata,Introducido,Santa Rosa,"cedrela, cedro, cedro amargo, cedro caoba, cedro cubano",Meliaceae,7
Centella asistica,Nativo,Cascajo,centela,Apiaceae,2
Centella asistica,Nativo,Santa Rosa,centela,Apiaceae,1
Cereus peruvianus var. 1,Introducido,Bellavista,cactus introducido,Cactaceae,1
Cereus peruvianus var. 1,Introducido,Camote,cactus introducido,Cactaceae,1
Cereus peruvianus var. 1,Introducido,Guayabillos,cactus introducido,Cactaceae,1
Cestrum auriculatum,Introducido,Bellavista,sauco,Solanaceae,5
Cestrum auriculatum,Introducido,Aguacatal,sauco,Solanaceae,1
Cestrum auriculatum,Introducido,Camote,sauco,Solanaceae,3
Cestrum auriculatum,Introducido,El Carmen,sauco,Solanaceae,3
Cestrum auriculatum,Introducido,Cascajo,sauco,Solanaceae,8
Cestrum auriculatum,Introducido,Occidente,sauco,Solanaceae,3
Cestrum auriculatum,Introducido,Guayabillos,sauco,Solanaceae,3
Cestrum auriculatum,Introducido,Media Luna,sauco,Solanaceae,3
Cestrum auriculatum,Introducido,Santa Rosa,sauco,Solanaceae,7
Cestrum nocturnum,Introducido,Santa Rosa,"jazmín nocturno, dama de noche, galán de noche",Solanaceae,1
Chamaesyce hirta,Introducido,Bellavista,"golondrino, sardinilla, coliflorcito, sábana de la virgen",Euphorbiaceae,3
Chamaesyce hirta,Introducido,Aguacatal,"golondrino, sardinilla, coliflorcito, sábana de la virgen",Euphorbiaceae,1
Chamaesyce hirta,Introducido,Camote,"golondrino, sardinilla, coliflorcito, sábana de la virgen",Euphorbiaceae,1
Chamaesyce hirta,Introducido,El Carmen,"golondrino, sardinilla, coliflorcito, sábana de la virgen",Euphorbiaceae,1
Chamaesyce hirta,Introducido,Cascajo,"golondrino, sardinilla, coliflorcito, sábana de la virgen",Euphorbiaceae,6
Chamaesyce hirta,Introducido,Occidente,"golondrino, sardinilla, coliflorcito, sábana de la virgen",Euphorbiaceae,4
Chamaesyce hirta,Introducido,Guayabillos,"golondrino, sardinilla, coliflorcito, sábana de la virgen",Euphorbiaceae,1
Chamaesyce hirta,Introducido,Media Luna,"golondrino, sardinilla, coliflorcito, sábana de la virgen",Euphorbiaceae,1
Chamaesyce hirta,Introducido,Santa Rosa,"golondrino, sardinilla, coliflorcito, sábana de la virgen",Euphorbiaceae,2
Chiococca alba,Nativo,Bellavista,espuela de gallo,Rubiaceae,2
Chiococca alba,Nativo,Camote,espuela de gallo,Rubiaceae,1
Chiococca alba,Nativo,Cascajo,espuela de gallo,Rubiaceae,2
Chiococca alba,Nativo,Occidente,espuela de gallo,Rubiaceae,1
Chiococca alba,Nativo,Guayabillos,espuela de gallo,Rubiaceae,3
Chionanthus pubescens ,Introducido,Guayabillos,arupo,Oleaceae,1
Chloris barbata,Introducido,Cascajo,"zacate borrego, barbas de indio,  cebadilla",Poaceae,2
Chloris radiata,Desconocido,Bellavista,NA,Poaceae,2
Chloris radiata,Desconocido,Camote,NA,Poaceae,2
Chloris radiata,Desconocido,Cascajo,NA,Poaceae,7
Chloris radiata,Desconocido,Guayabillos,NA,Poaceae,1
Chloris radiata,Desconocido,Santa Rosa,NA,Poaceae,1
Chlorophytum comosum,Introducido,Bellavista,"mama madre, cinta",Anthericaceae,3
Chlorophytum comosum,Introducido,Camote,"mama madre, cinta",Anthericaceae,1
Chlorophytum comosum,Introducido,Cascajo,"mama madre, cinta",Anthericaceae,2
Chlorophytum comosum,Introducido,Occidente,"mama madre, cinta",Anthericaceae,1
Chlorophytum comosum,Introducido,Santa Rosa,"mama madre, cinta",Anthericaceae,1
Chrysophyllum argenteum ssp. panamense,Introducido,Bellavista,"caimo liso de monte, caimito",Sapotaceae,2
Chrysophyllum argenteum ssp. panamense,Introducido,Media Luna,"caimo liso de monte, caimito",Sapotaceae,1
Chrysopogon zizanioides,Introducido,Aguacatal,"valeriana, aspirina",Poaceae,1
Chrysopogon zizanioides,Introducido,El Carmen,"valeriana, aspirina",Poaceae,1
Chrysopogon zizanioides,Introducido,Cascajo,"valeriana, aspirina",Poaceae,2
Chrysopogon zizanioides,Introducido,Guayabillos,"valeriana, aspirina",Poaceae,1
Chrysopogon zizanioides,Introducido,Santa Rosa,"valeriana, aspirina",Poaceae,4
Cinchona pubescens,Introducido,El Carmen,"cinchona, quininq",Rubiaceae,1
Cinchona pubescens,Introducido,Media Luna,"cinchona, quininq",Rubiaceae,2
Cinchona pubescens,Introducido,Santa Rosa,"cinchona, quininq",Rubiaceae,6
Cissus verticillata,Nativo,Bellavista,"bejuco chirriador, tripa de vaca, uvilla",Vitaceae,3
Cissus verticillata,Nativo,Camote,"bejuco chirriador, tripa de vaca, uvilla",Vitaceae,1
Cissus verticillata,Nativo,Cascajo,"bejuco chirriador, tripa de vaca, uvilla",Vitaceae,5
Cissus verticillata,Nativo,Occidente,"bejuco chirriador, tripa de vaca, uvilla",Vitaceae,1
Cissus verticillata,Nativo,Guayabillos,"bejuco chirriador, tripa de vaca, uvilla",Vitaceae,1
Cissus verticillata,Nativo,Media Luna,"bejuco chirriador, tripa de vaca, uvilla",Vitaceae,1
Cissus verticillata,Nativo,Santa Rosa,"bejuco chirriador, tripa de vaca, uvilla",Vitaceae,2
Citharexylum gentryi,Introducido,Camote,"sauco macho, palo de vaca",Verbenaceae,1
Citrullus lanatus,Introducido,Bellavista,sandía,Convolvulaceae,1
Citrus latifolia x reticulata,Introducido,Bellavista,"""naranja agria"" o limón madarina",Rutaceae,4
Citrus latifolia x reticulata,Introducido,Aguacatal,"""naranja agria"" o limón madarina",Rutaceae,1
Citrus latifolia x reticulata,Introducido,Camote,"""naranja agria"" o limón madarina",Rutaceae,2
Citrus latifolia x reticulata,Introducido,El Carmen,"""naranja agria"" o limón madarina",Rutaceae,2
Citrus latifolia x reticulata,Introducido,Cascajo,"""naranja agria"" o limón madarina",Rutaceae,8
Citrus latifolia x reticulata,Introducido,Occidente,"""naranja agria"" o limón madarina",Rutaceae,3
Citrus latifolia x reticulata,Introducido,Guayabillos,"""naranja agria"" o limón madarina",Rutaceae,3
Citrus latifolia x reticulata,Introducido,Media Luna,"""naranja agria"" o limón madarina",Rutaceae,3
Citrus latifolia x reticulata,Introducido,Santa Rosa,"""naranja agria"" o limón madarina",Rutaceae,8
Citrus limon,Introducido,Bellavista,limón real,Rutaceae,1
Citrus limon,Introducido,El Carmen,limón real,Rutaceae,1
Citrus limon,Introducido,Occidente,limón real,Rutaceae,1
Citrus limon,Introducido,Media Luna,limón real,Rutaceae,1
Citrus limon,Introducido,Santa Rosa,limón real,Rutaceae,1
Citrus reticulata,Introducido,Bellavista,mandarina (incluye cv. Cleopatra),Rutaceae,5
Citrus reticulata,Introducido,Aguacatal,mandarina (incluye cv. Cleopatra),Rutaceae,1
Citrus reticulata,Introducido,Camote,mandarina (incluye cv. Cleopatra),Rutaceae,3
Citrus reticulata,Introducido,El Carmen,mandarina (incluye cv. Cleopatra),Rutaceae,2
Citrus reticulata,Introducido,Cascajo,mandarina (incluye cv. Cleopatra),Rutaceae,7
Citrus reticulata,Introducido,Occidente,mandarina (incluye cv. Cleopatra),Rutaceae,4
Citrus reticulata,Introducido,Guayabillos,mandarina (incluye cv. Cleopatra),Rutaceae,2
Citrus reticulata,Introducido,Media Luna,mandarina (incluye cv. Cleopatra),Rutaceae,1
Citrus reticulata,Introducido,Santa Rosa,mandarina (incluye cv. Cleopatra),Rutaceae,6
Citrus sinensis x latifolia,Introducido,Bellavista,lima?,Rutaceae,1
Citrus sinensis x latifolia,Introducido,Cascajo,lima?,Rutaceae,1
Citrus sinensis x latifolia,Introducido,Occidente,lima?,Rutaceae,1
Citrus sinensis x latifolia,Introducido,Guayabillos,lima?,Rutaceae,3
Citrus sinensis x latifolia,Introducido,Santa Rosa,lima?,Rutaceae,2
Citrus x aurantium,Introducido,Cascajo,verdadera naranja agria,Rutaceae,2
Citrus x aurantium,Introducido,Occidente,verdadera naranja agria,Rutaceae,1
Citrus x limon,Introducido,Bellavista,"limón, limón sútil",Rutaceae,2
Citrus x limon,Introducido,Cascajo,"limón, limón sútil",Rutaceae,2
Citrus x limon,Introducido,Occidente,"limón, limón sútil",Rutaceae,2
Citrus x limon,Introducido,Guayabillos,"limón, limón sútil",Rutaceae,1
Citrus x limon,Introducido,Santa Rosa,"limón, limón sútil",Rutaceae,3
Citrus x limon 'Meyer',Introducido,Bellavista,limón Meyer,Rutaceae,1
Citrus x limon 'Meyer',Introducido,Aguacatal,limón Meyer,Rutaceae,1
Citrus x limon 'Meyer',Introducido,El Carmen,limón Meyer,Rutaceae,1
Citrus x limon 'Meyer',Introducido,Guayabillos,limón Meyer,Rutaceae,2
Citrus x limon 'Meyer',Introducido,Santa Rosa,limón Meyer,Rutaceae,2
Citrus x nobilis,Introducido,Aguacatal,"mandarina, Tangor",Rutaceae,1
Citrus x paradisi,Introducido,Bellavista,toronja,Rutaceae,3
Citrus x paradisi,Introducido,Aguacatal,toronja,Rutaceae,1
Citrus x paradisi,Introducido,Camote,toronja,Rutaceae,1
Citrus x paradisi,Introducido,El Carmen,toronja,Rutaceae,1
Citrus x paradisi,Introducido,Cascajo,toronja,Rutaceae,5
Citrus x paradisi,Introducido,Occidente,toronja,Rutaceae,2
Citrus x paradisi,Introducido,Guayabillos,toronja,Rutaceae,2
Citrus x paradisi,Introducido,Media Luna,toronja,Rutaceae,1
Citrus x paradisi,Introducido,Santa Rosa,toronja,Rutaceae,7
Citrus x sinensis,Introducido,Bellavista,naranja dulce,Rutaceae,5
Citrus x sinensis,Introducido,Aguacatal,naranja dulce,Rutaceae,1
Citrus x sinensis,Introducido,Camote,naranja dulce,Rutaceae,3
Citrus x sinensis,Introducido,El Carmen,naranja dulce,Rutaceae,2
Citrus x sinensis,Introducido,Cascajo,naranja dulce,Rutaceae,7
Citrus x sinensis,Introducido,Occidente,naranja dulce,Rutaceae,4
Citrus x sinensis,Introducido,Guayabillos,naranja dulce,Rutaceae,3
Citrus x sinensis,Introducido,Media Luna,naranja dulce,Rutaceae,1
Citrus x sinensis,Introducido,Santa Rosa,naranja dulce,Rutaceae,6
Clerodendrum molle var. molle ,Nativo,Bellavista,rodilla de caballo,Verbenaceae,2
Clerodendrum molle var. molle ,Nativo,El Carmen,rodilla de caballo,Verbenaceae,2
Clerodendrum molle var. molle ,Nativo,Cascajo,rodilla de caballo,Verbenaceae,2
Clerodendrum molle var. molle ,Nativo,Occidente,rodilla de caballo,Verbenaceae,1
Clerodendrum molle var. molle ,Nativo,Guayabillos,rodilla de caballo,Verbenaceae,2
Clerodendrum molle var. molle ,Nativo,Santa Rosa,rodilla de caballo,Verbenaceae,1
Clerodendrum philippinum,Introducido,Media Luna,flor de muertos,Verbenaceae,1
Clerodendrum thomsonae,Introducido,Cascajo,clerodendro,Verbenaceae,1
Clibadium surinamense,Desconocido,Santa Rosa,NA,Asteraceae,1
Clinopodium brownei,Introducido,Occidente,tipo,Lamiaceae,1
Clinopodium brownei,Introducido,Santa Rosa,tipo,Lamiaceae,1
Cnidoscolus aconitifolius,Introducido,Cascajo,"chaya, chayamansa, árbol espinaca, papayo macho, papayuelo",Euphorbiaceae,3
Cnidoscolus aconitifolius,Introducido,Occidente,"chaya, chayamansa, árbol espinaca, papayo macho, papayuelo",Euphorbiaceae,1
Cnidoscolus aconitifolius,Introducido,Santa Rosa,"chaya, chayamansa, árbol espinaca, papayo macho, papayuelo",Euphorbiaceae,1
Coccoloba uvifera,Introducido,Cascajo,NA,Polygonaceae,1
Coccoloba uvifera,Introducido,Santa Rosa,NA,Polygonaceae,1
Cocos nucifera,Introducido,Bellavista,coco,Arecaceae,5
Cocos nucifera,Introducido,Aguacatal,coco,Arecaceae,1
Cocos nucifera,Introducido,Camote,coco,Arecaceae,2
Cocos nucifera,Introducido,El Carmen,coco,Arecaceae,1
Cocos nucifera,Introducido,Cascajo,coco,Arecaceae,6
Cocos nucifera,Introducido,Occidente,coco,Arecaceae,2
Cocos nucifera,Introducido,Guayabillos,coco,Arecaceae,2
Cocos nucifera,Introducido,Media Luna,coco,Arecaceae,2
Cocos nucifera,Introducido,Santa Rosa,coco,Arecaceae,1
Codiaeum variegatum,Introducido,Bellavista,croton,Euphorbiaceae,3
Codiaeum variegatum,Introducido,Aguacatal,croton,Euphorbiaceae,1
Codiaeum variegatum,Introducido,Camote,croton,Euphorbiaceae,1
Codiaeum variegatum,Introducido,El Carmen,croton,Euphorbiaceae,2
Codiaeum variegatum,Introducido,Cascajo,croton,Euphorbiaceae,6
Codiaeum variegatum,Introducido,Occidente,croton,Euphorbiaceae,3
Codiaeum variegatum,Introducido,Guayabillos,croton,Euphorbiaceae,2
Codiaeum variegatum,Introducido,Media Luna,croton,Euphorbiaceae,1
Codiaeum variegatum,Introducido,Santa Rosa,croton,Euphorbiaceae,5
Coffea arabica,Introducido,Bellavista,café,Rubiaceae,5
Coffea arabica,Introducido,Camote,café,Rubiaceae,3
Coffea arabica,Introducido,El Carmen,café,Rubiaceae,1
Coffea arabica,Introducido,Cascajo,café,Rubiaceae,5
Coffea arabica,Introducido,Occidente,café,Rubiaceae,4
Coffea arabica,Introducido,Guayabillos,café,Rubiaceae,3
Coffea arabica,Introducido,Media Luna,café,Rubiaceae,2
Coffea arabica,Introducido,Santa Rosa,café,Rubiaceae,5
Colocasia esculenta,Introducido,Camote,papa china,Araceae,1
Colocasia esculenta,Introducido,Cascajo,papa china,Araceae,1
Colocasia esculenta,Introducido,Media Luna,papa china,Araceae,2
Colocasia esculenta,Introducido,Santa Rosa,papa china,Araceae,4
Commelina diffusa,Nativo,Camote,chiriyuyo,Commelinaceae,1
Commelina diffusa,Nativo,El Carmen,chiriyuyo,Commelinaceae,3
Commelina diffusa,Nativo,Cascajo,chiriyuyo,Commelinaceae,3
Commelina diffusa,Nativo,Guayabillos,chiriyuyo,Commelinaceae,2
Commelina diffusa,Nativo,Media Luna,chiriyuyo,Commelinaceae,1
Commelina diffusa,Nativo,Santa Rosa,chiriyuyo,Commelinaceae,8
Commelina erecta,Introducido,Cascajo,NA,Commelinaceae,1
Commelina erecta,Introducido,Guayabillos,NA,Commelinaceae,1
Conocarpus erectus,Nativo,Bellavista,"mangle botón, jelí",Combretaceae,1
Conyza canadensis,Introducido,Bellavista,NA,Asteraceae,1
Conyza canadensis,Introducido,Aguacatal,NA,Asteraceae,1
Conyza canadensis,Introducido,Camote,NA,Asteraceae,3
Conyza canadensis,Introducido,Guayabillos,NA,Asteraceae,1
Conyza canadensis,Introducido,Santa Rosa,NA,Asteraceae,2
Cordia alliodora,Introducido,Bellavista,laurel,Boraginaceae,3
Cordia alliodora,Introducido,Aguacatal,laurel,Boraginaceae,1
Cordia alliodora,Introducido,Camote,laurel,Boraginaceae,3
Cordia alliodora,Introducido,El Carmen,laurel,Boraginaceae,2
Cordia alliodora,Introducido,Cascajo,laurel,Boraginaceae,6
Cordia alliodora,Introducido,Occidente,laurel,Boraginaceae,4
Cordia alliodora,Introducido,Guayabillos,laurel,Boraginaceae,3
Cordia alliodora,Introducido,Media Luna,laurel,Boraginaceae,3
Cordia alliodora,Introducido,Santa Rosa,laurel,Boraginaceae,3
Cordia lutea,Nativo,Camote,muyuyo,Boraginaceae,1
Cordyline fruticosa,Introducido,Bellavista,"árbol de la suerte, bastón de San José, carey,chucho",Asteliaceae,1
Cordyline fruticosa,Introducido,Aguacatal,"árbol de la suerte, bastón de San José, carey,chucho",Asteliaceae,1
Cordyline fruticosa,Introducido,El Carmen,"árbol de la suerte, bastón de San José, carey,chucho",Asteliaceae,1
Cordyline fruticosa,Introducido,Cascajo,"árbol de la suerte, bastón de San José, carey,chucho",Asteliaceae,2
Cordyline fruticosa,Introducido,Media Luna,"árbol de la suerte, bastón de San José, carey,chucho",Asteliaceae,1
Cordyline fruticosa,Introducido,Santa Rosa,"árbol de la suerte, bastón de San José, carey,chucho",Asteliaceae,2
Coriandrum sativum ,Introducido,Bellavista,"culantro, cilantro, hierbita",Apiaceae,2
Coriandrum sativum ,Introducido,Aguacatal,"culantro, cilantro, hierbita",Apiaceae,1
Coriandrum sativum ,Introducido,Camote,"culantro, cilantro, hierbita",Apiaceae,2
Coriandrum sativum ,Introducido,El Carmen,"culantro, cilantro, hierbita",Apiaceae,3
Coriandrum sativum ,Introducido,Cascajo,"culantro, cilantro, hierbita",Apiaceae,4
Coriandrum sativum ,Introducido,Occidente,"culantro, cilantro, hierbita",Apiaceae,4
Coriandrum sativum ,Introducido,Guayabillos,"culantro, cilantro, hierbita",Apiaceae,1
Coriandrum sativum ,Introducido,Media Luna,"culantro, cilantro, hierbita",Apiaceae,3
Coriandrum sativum ,Introducido,Santa Rosa,"culantro, cilantro, hierbita",Apiaceae,6
Costus guanaiensis var. tarmicus,Introducido,Media Luna,caña agria,Zingiberaceae,1
Costus guanaiensis var. tarmicus,Introducido,Santa Rosa,caña agria,Zingiberaceae,2
Crassula ovata,Introducido,Camote,árbol de Jade,Crassulaceae,1
Crescienta cujete,Introducido,Santa Rosa,"calabasa, botote pilche, mate, botote",Bignoniaceae,1
Crinum x amabile var. amabile,Introducido,Cascajo,lirio de cinta,Amaryllidaceae,3
Crinum x amabile var. amabile,Introducido,Guayabillos,lirio de cinta,Amaryllidaceae,1
Crocosmia x crocosmiiflora,Introducido,Santa Rosa,crocosmia,Iridaceae,2
Crotalaria incana var. incana,Nativo,Bellavista,NA,Fabaceae,1
Crotalaria incana var. incana,Nativo,Cascajo,NA,Fabaceae,3
Crotalaria incana var. incana,Nativo,Santa Rosa,NA,Fabaceae,1
Crotalaria retusa,Introducido,Bellavista,"maraquita, cascabel fétido",Fabaceae,1
Croton scouleri,Endémico,Bellavista,chala,Euphorbiaceae,1
Croton scouleri,Endémico,Camote,chala,Euphorbiaceae,2
Croton scouleri,Endémico,Cascajo,chala,Euphorbiaceae,2
Croton scouleri,Endémico,Occidente,chala,Euphorbiaceae,1
Croton scouleri,Endémico,Guayabillos,chala,Euphorbiaceae,1
Ctenitis sloanei,Nativo,Bellavista,helecho,Dryopteridaceae,1
Ctenitis sloanei,Nativo,El Carmen,helecho,Dryopteridaceae,1
Ctenitis sloanei,Nativo,Cascajo,helecho,Dryopteridaceae,1
Ctenitis sloanei,Nativo,Occidente,helecho,Dryopteridaceae,1
Ctenitis sloanei,Nativo,Media Luna,helecho,Dryopteridaceae,3
Ctenitis sloanei,Nativo,Santa Rosa,helecho,Dryopteridaceae,4
Cucumis sativus,Introducido,Bellavista,"pepino, pepinillo",Cucurbitaceae,1
Cucumis sativus,Introducido,Aguacatal,"pepino, pepinillo",Cucurbitaceae,1
Cucumis sativus,Introducido,Camote,"pepino, pepinillo",Cucurbitaceae,1
Cucumis sativus,Introducido,El Carmen,"pepino, pepinillo",Cucurbitaceae,1
Cucumis sativus,Introducido,Cascajo,"pepino, pepinillo",Cucurbitaceae,4
Cucumis sativus,Introducido,Guayabillos,"pepino, pepinillo",Cucurbitaceae,2
Cucumis sativus,Introducido,Media Luna,"pepino, pepinillo",Cucurbitaceae,2
Cucumis sativus,Introducido,Santa Rosa,"pepino, pepinillo",Cucurbitaceae,3
Cucurbita ficifolia,Introducido,Guayabillos,"sambo, zambo",Cucurbitaceae,1
Cucurbita moschata,Introducido,Bellavista,zapallo,Cucurbitaceae,3
Cucurbita moschata,Introducido,Aguacatal,zapallo,Cucurbitaceae,1
Cucurbita moschata,Introducido,Camote,zapallo,Cucurbitaceae,2
Cucurbita moschata,Introducido,El Carmen,zapallo,Cucurbitaceae,2
Cucurbita moschata,Introducido,Cascajo,zapallo,Cucurbitaceae,4
Cucurbita moschata,Introducido,Occidente,zapallo,Cucurbitaceae,4
Cucurbita moschata,Introducido,Media Luna,zapallo,Cucurbitaceae,1
Cucurbita moschata,Introducido,Santa Rosa,zapallo,Cucurbitaceae,6
Cucurbita pepo,Introducido,Bellavista,zucchini,Cucurbitaceae,1
Cucurbita pepo,Introducido,El Carmen,zucchini,Cucurbitaceae,1
Cucurbita pepo,Introducido,Cascajo,zucchini,Cucurbitaceae,1
Cucurbita pepo,Introducido,Occidente,zucchini,Cucurbitaceae,3
Cucurbita pepo,Introducido,Guayabillos,zucchini,Cucurbitaceae,1
Cucurbita pepo,Introducido,Santa Rosa,zucchini,Cucurbitaceae,3
Cuphea carthagenensis,Nativo,El Carmen,NA,Lythraceae,1
Cuphea carthagenensis,Nativo,Cascajo,NA,Lythraceae,2
Cuphea carthagenensis,Nativo,Media Luna,NA,Lythraceae,1
Cuphea carthagenensis,Nativo,Santa Rosa,NA,Lythraceae,1
Cuphea hyssopifolia,Introducido,Cascajo,"cufea, falsa brecina, trueno de Venus",Lythraceae,1
Cuphea racemosa,Introducido,El Carmen,NA,Lythraceae,1
Cuphea racemosa,Introducido,Santa Rosa,NA,Lythraceae,2
Curcuma longa,Introducido,Santa Rosa,curcuma,Zingiberaceae,1
